@relation PC3

@attribute LOC_BLANK numeric
@attribute BRANCH_COUNT numeric
@attribute CALL_PAIRS numeric
@attribute LOC_CODE_AND_COMMENT numeric
@attribute LOC_COMMENTS numeric
@attribute CONDITION_COUNT numeric
@attribute CYCLOMATIC_COMPLEXITY numeric
@attribute CYCLOMATIC_DENSITY numeric
@attribute DECISION_COUNT numeric
@attribute DECISION_DENSITY numeric
@attribute DESIGN_COMPLEXITY numeric
@attribute DESIGN_DENSITY numeric
@attribute EDGE_COUNT numeric
@attribute ESSENTIAL_COMPLEXITY numeric
@attribute ESSENTIAL_DENSITY numeric
@attribute LOC_EXECUTABLE numeric
@attribute PARAMETER_COUNT numeric
@attribute HALSTEAD_CONTENT numeric
@attribute HALSTEAD_DIFFICULTY numeric
@attribute HALSTEAD_EFFORT numeric
@attribute HALSTEAD_ERROR_EST numeric
@attribute HALSTEAD_LENGTH numeric
@attribute HALSTEAD_LEVEL numeric
@attribute HALSTEAD_PROG_TIME numeric
@attribute HALSTEAD_VOLUME numeric
@attribute MAINTENANCE_SEVERITY numeric
@attribute MODIFIED_CONDITION_COUNT numeric
@attribute MULTIPLE_CONDITION_COUNT numeric
@attribute NODE_COUNT numeric
@attribute NORMALIZED_CYLOMATIC_COMPLEXITY numeric
@attribute NUM_OPERANDS numeric
@attribute NUM_OPERATORS numeric
@attribute NUM_UNIQUE_OPERANDS numeric
@attribute NUM_UNIQUE_OPERATORS numeric
@attribute NUMBER_OF_LINES numeric
@attribute PERCENT_COMMENTS numeric
@attribute LOC_TOTAL numeric
@attribute Defective {FALSE,TRUE}

@data
11,2,0,11,0,4,14,17,34,51,212.67,0.03,29.75,6326.82,0.07,351.49,13,10,1,22,11,7,0.64,2.2,5,0.71,0.5,1,25,6,0.83,7.15,0.86,6,20,14,0,FALSE
22,7,3,22,0,23,16,40,63,103,544.4,0.07,13.91,7574.21,0.18,420.79,3,2,1,4,2,2,0.09,2,2,1,0.06,1,7,1,0,39.13,0.5,1,7,33,12,TRUE
6,1,0,6,0,7,8,10,11,21,82.04,0.18,5.71,468.83,0.03,26.05,3,2,0,4,2,2,0.33,2,1,0.5,0.25,0,6,1,0,14.36,0.5,1,6,8,0,FALSE
31,12,27,31,0,50,15,116,136,252,1517.64,0.06,17.4,26406.88,0.51,1467.05,5,4,6,8,4,3,0.1,2,1,0.33,0.04,2,22,1,0,87.22,0.33,2,21,71,46.55,FALSE
9,1,0,9,0,5,13,14,31,45,187.65,0.05,18.2,3415.17,0.06,189.73,11,8,1,18,9,6,0.67,2.25,2,0.33,0.55,2,21,5,0.8,10.31,0.83,5,17,11,0,FALSE
7,0,0,7,0,5,9,10,11,21,79.95,0.11,9,719.59,0.03,39.98,3,2,0,4,2,2,0.29,2,1,0.5,0.25,2,6,1,0,8.88,0.5,1,6,8,0,FALSE
21,11,1,21,0,13,16,35,47,82,398.35,0.05,21.54,8579.94,0.13,476.66,9,6,0,14,7,5,0.24,2.33,1,0.2,0.15,1,16,4,0.75,18.5,0.8,4,13,34,4.55,FALSE
81,27,10,81,0,84,27,187,275,462,3139.02,0.03,30.05,94338.77,1.05,5241.04,29,18,4,46,23,15,0.19,2.56,9,0.6,0.12,1,58,14,0.93,104.45,0.93,14,45,128,10.99,TRUE
20,2,0,18,2,18,18,28,40,68,351.55,0.07,14,4921.77,0.12,273.43,7,4,3,10,5,4,0.2,2.5,3,0.75,0.17,0,15,3,0.67,25.11,0.75,3,13,23,10,FALSE
39,4,1,39,0,29,29,62,109,171,1001.71,0.03,31,31053.16,0.33,1725.18,8,4,2,8,4,5,0.13,2,4,0.8,0.11,3,16,1,0,32.31,0.2,2,13,45,2.5,FALSE
17,1,0,16,1,24,16,42,41,83,441.72,0.07,14,6184.08,0.15,343.56,3,2,2,4,2,2,0.12,2,2,1,0.11,2,8,1,0,31.55,0.5,1,8,19,5.88,FALSE
8,0,0,8,0,12,10,19,23,42,187.3,0.13,7.92,1482.76,0.06,82.38,3,2,2,4,2,2,0.25,2,1,0.5,0.22,2,8,1,0,23.66,0.5,1,8,9,0,FALSE
18,14,0,14,4,25,11,29,36,65,336.05,0.16,6.38,2143.97,0.11,119.11,5,4,4,8,4,3,0.17,2,3,1,0.09,2,12,1,0,52.67,0.33,2,11,33,22.22,TRUE
55,5,0,55,0,33,35,144,223,367,2234.1,0.01,76.36,170603.91,0.74,9478,31,24,4,50,25,17,0.31,2.08,12,0.71,0.22,4,68,15,0.88,29.26,0.88,13,53,78,0,FALSE
7,1,0,7,0,4,9,8,12,20,74.01,0.11,9,666.08,0.02,37,3,2,0,4,2,2,0.29,2,1,0.5,0.22,2,6,1,0,8.22,0.5,1,6,9,0,FALSE
12,5,1,12,0,11,11,20,21,41,182.84,0.1,10,1828.37,0.06,101.58,5,2,2,6,3,3,0.25,3,1,0.33,0.16,2,9,3,1,18.28,1,2,8,19,7.69,FALSE
47,9,1,47,0,51,24,134,159,293,1825.04,0.03,31.53,57542.56,0.61,3196.81,25,24,10,48,24,13,0.28,2,9,0.69,0.19,2,62,8,0.58,57.88,0.62,12,51,70,2.08,FALSE
17,9,12,12,5,14,13,25,36,61,290.05,0.09,11.61,3366.63,0.1,187.04,9,2,1,10,5,5,0.29,5,2,0.4,0.21,1,14,5,1,24.99,1,4,11,24,58.62,TRUE
52,5,0,52,0,17,13,101,148,249,1221.82,0.03,38.62,47183.65,0.41,2621.31,49,16,0,56,28,25,0.48,3.5,1,0.04,0.43,4,65,25,1,31.64,1,20,42,58,0,FALSE
25,6,1,25,0,11,15,139,148,287,1349.03,0.01,94.77,127850.89,0.45,7102.83,3,2,1,4,2,2,0.08,2,1,0.5,0.06,3,6,1,0,14.23,0.5,1,6,33,3.85,FALSE
85,71,51,64,21,73,25,164,201,365,2414.37,0.04,28.08,67800.78,0.8,3766.71,31,20,7,50,25,16,0.19,2.5,7,0.44,0.08,1,69,14,0.87,85.98,0.88,15,55,208,52.94,FALSE
13,2,0,13,0,11,19,34,50,84,412.18,0.03,29.36,12103.07,0.14,672.39,13,8,3,20,10,7,0.54,2.5,7,1,0.44,2,29,4,0.5,14.04,0.57,6,24,16,0,FALSE
42,3,2,42,0,54,14,220,251,471,2867.19,0.04,28.52,81768.15,0.96,4542.68,3,2,12,4,2,2,0.05,2,2,1,0.04,0,53,1,0,100.54,0.5,1,53,48,4.55,FALSE
11,3,0,10,1,11,8,17,31,48,203.9,0.16,6.18,1260.48,0.07,70.03,5,2,6,6,3,3,0.27,3,2,0.67,0.2,0,12,1,0,32.98,0.33,2,11,15,9.09,FALSE
48,9,15,40,8,31,13,83,97,180,982.7,0.06,17.4,17102.11,0.33,950.12,11,10,2,20,10,6,0.13,2,3,0.5,0.08,0,24,1,0,56.47,0.17,5,20,73,36.51,FALSE
38,19,4,30,8,46,16,72,93,165,982.44,0.08,12.52,12301.89,0.33,683.44,21,8,4,28,22,11,0.29,3.5,5,0.45,0.18,1,34,10,0.9,78.46,0.91,10,25,62,28.57,TRUE
31,7,6,28,3,31,18,58,67,125,701.84,0.06,16.84,11818.06,0.23,656.56,13,12,2,26,13,7,0.23,2.17,4,0.57,0.16,4,27,1,0,41.68,0.14,7,22,45,24.32,TRUE
12,3,2,11,1,9,6,22,25,47,183.62,0.14,7.33,1346.57,0.06,74.81,3,2,0,4,2,2,0.17,2,1,0.5,0.11,2,6,1,0,25.04,0.5,1,6,18,21.43,FALSE
5,0,0,5,0,2,10,6,13,19,68.11,0.07,15,1021.71,0.02,56.76,5,4,1,8,4,3,0.6,2,2,0.67,0.5,1,11,1,0,4.54,0.33,2,10,6,0,FALSE
39,16,12,34,5,33,24,63,88,151,880.77,0.04,22.91,20177.56,0.29,1120.98,19,10,6,24,12,11,0.28,2.4,9,0.82,0.16,2,37,3,0.2,38.45,0.27,7,28,68,33.33,FALSE
71,33,23,65,6,82,25,226,252,478,3222.42,0.03,34.45,111016.34,1.07,6167.57,33,26,6,58,29,17,0.24,2.23,9,0.53,0.13,0,74,5,0.25,93.54,0.29,16,59,128,30.85,TRUE
18,16,7,17,1,20,19,62,68,130,687.1,0.03,29.45,20235.16,0.23,1124.18,11,10,0,22,11,6,0.33,2.2,1,0.17,0.14,0,21,1,0,23.33,0.17,6,17,42,32,FALSE
11,1,0,11,0,5,14,16,31,47,199.65,0.04,22.4,4472.22,0.07,248.46,11,6,0,16,8,6,0.55,2.67,1,0.17,0.46,3,19,5,0.8,8.91,0.83,5,15,13,0,FALSE
6,0,0,6,0,2,6,4,9,13,39,0.17,6,234,0.01,13,3,2,0,4,2,2,0.33,2,1,0.5,0.29,2,6,1,0,6.5,0.5,1,6,7,0,FALSE
52,13,13,49,3,46,19,103,114,217,1306.85,0.05,21.27,27799.05,0.44,1544.39,19,16,2,34,17,10,0.19,2.13,4,0.4,0.13,0,38,1,0,61.44,0.1,9,30,79,24.62,TRUE
14,9,1,14,0,19,11,34,35,69,338.58,0.1,9.84,3332.3,0.11,185.13,5,4,3,8,4,3,0.21,2,2,0.67,0.12,0,14,1,0,34.4,0.33,2,13,25,6.67,FALSE
33,1,1,28,5,34,30,86,121,207,1242,0.03,37.94,47122.94,0.41,2617.94,15,10,1,20,10,9,0.27,2,4,0.44,0.25,3,35,4,0.38,32.72,0.44,5,28,36,17.65,FALSE
58,20,8,57,1,61,12,116,125,241,1491.75,0.09,11.41,17020.6,0.5,945.59,9,8,4,16,8,5,0.09,2,3,0.6,0.06,0,23,1,0,130.74,0.2,4,20,87,13.64,TRUE
8,0,0,8,0,16,14,26,31,57,279.69,0.09,11.38,3181.51,0.09,176.75,5,4,5,8,4,3,0.38,2,3,1,0.33,0,14,1,0,24.59,0.33,2,13,9,0,FALSE
19,7,2,17,2,17,17,37,39,76,386.65,0.05,18.5,7152.97,0.13,397.39,7,8,4,16,8,4,0.21,2,4,1,0.11,1,17,1,0,20.9,0.25,4,15,38,19.05,FALSE
86,50,6,79,7,44,25,174,217,391,2388.43,0.02,49.43,118064.59,0.8,6559.14,22,8,3,20,10,15,0.17,2.5,8,0.53,0.1,1,46,7,0.43,48.32,0.47,6,33,143,14.13,FALSE
25,15,11,21,4,33,17,62,73,135,761.92,0.06,15.97,12167.64,0.25,675.98,13,10,3,22,11,7,0.28,2.2,4,0.57,0.13,0,25,4,0.5,47.71,0.57,6,20,52,41.67,TRUE
61,33,20,52,9,72,26,139,167,306,2024.1,0.04,25.1,50799.32,0.67,2822.18,29,24,7,52,26,15,0.25,2.17,8,0.53,0.13,0,65,3,0.14,80.65,0.2,14,52,115,35.8,FALSE
11,0,0,11,0,8,10,17,23,40,166.8,0.09,10.63,1772.22,0.06,98.46,3,2,0,4,2,2,0.18,2,1,0.5,0.17,2,6,1,0,15.7,0.5,1,6,12,0,FALSE
12,2,0,2,10,27,11,59,77,136,713.72,0.08,12.02,8577.83,0.24,476.55,5,4,0,8,4,3,0.25,2,1,0.33,0.2,1,9,1,0,59.38,0.33,2,8,15,83.33,FALSE
62,16,6,59,3,58,24,123,145,268,1703.82,0.04,25.45,43359.38,0.57,2408.85,11,12,13,24,12,6,0.1,2,5,0.83,0.06,0,45,1,0,66.95,0.17,6,41,107,13.24,FALSE
10,4,14,10,0,7,8,8,16,24,93.77,0.22,4.57,428.64,0.03,23.81,3,2,4,4,2,2,0.2,2,2,1,0.07,0,8,1,0,20.51,0.5,1,8,29,58.33,FALSE
39,18,11,33,6,35,17,146,155,301,1715.83,0.03,35.46,60838.51,0.57,3379.92,17,16,5,32,16,9,0.23,2,6,0.67,0.13,0,35,1,0,48.39,0.11,8,28,69,34,FALSE
33,13,11,33,0,28,13,71,104,175,937.57,0.06,16.48,15453.19,0.31,858.51,3,2,2,4,2,2,0.06,2,1,0.5,0.03,0,15,1,0,56.88,0.5,1,15,58,25,FALSE
23,1,0,23,0,13,15,44,52,96,461.51,0.04,25.38,11715.15,0.15,650.84,11,8,1,18,9,6,0.26,2.25,2,0.33,0.24,4,25,5,0.8,18.18,0.83,5,21,25,0,FALSE
12,4,0,12,0,13,15,57,61,118,567.27,0.03,32.88,18654.39,0.19,1036.34,19,10,2,28,14,10,0.83,2.8,9,0.9,0.59,0,33,1,0,17.25,0.1,9,25,17,0,FALSE
14,1,0,14,0,11,13,12,17,29,132.96,0.14,7.09,942.84,0.04,52.38,5,2,1,4,2,3,0.21,2,2,0.67,0.19,0,10,1,0,18.75,0.33,1,9,16,0,FALSE
74,14,36,69,5,69,23,152,177,329,2146.25,0.04,25.33,54371.71,0.72,3020.65,21,16,3,36,18,11,0.15,2.25,5,0.45,0.09,1,40,5,0.4,84.72,0.45,10,31,125,37.27,FALSE
26,10,9,23,3,26,15,79,92,171,916.14,0.04,22.79,20877.45,0.31,1159.86,15,10,2,24,12,8,0.31,2.4,4,0.5,0.17,1,26,1,0,40.2,0.13,7,20,46,34.29,FALSE
12,1,0,12,0,12,12,23,34,57,261.33,0.09,11.5,3005.44,0.09,166.97,3,2,1,4,2,2,0.17,2,1,0.5,0.14,0,9,1,0,22.73,0.5,1,9,14,0,FALSE
6,9,7,5,1,8,10,12,17,29,120.93,0.13,7.5,906.96,0.04,50.39,3,2,0,6,3,2,0.33,3,1,0.5,0.09,0,5,1,0,16.12,0.5,2,5,23,61.54,FALSE
31,11,9,22,9,31,16,59,76,135,749.87,0.07,15.23,11417.37,0.25,634.3,13,12,3,24,12,7,0.23,2,4,0.57,0.13,1,25,1,0,49.25,0.14,6,20,52,45,TRUE
13,1,0,13,0,20,9,26,27,53,257.47,0.17,5.85,1506.22,0.09,83.68,3,2,2,4,2,2,0.15,2,2,1,0.13,1,7,1,0,44.01,0.5,1,7,15,0,FALSE
10,1,0,10,0,9,14,14,20,34,153.8,0.09,10.89,1674.72,0.05,93.04,5,2,2,6,3,3,0.3,3,2,0.67,0.25,2,10,3,1,14.12,1,2,9,12,0,FALSE
20,28,14,16,4,26,15,39,46,85,455.39,0.09,11.25,5123.16,0.15,284.62,7,4,3,10,5,4,0.2,2.5,2,0.5,0.05,0,14,3,0.67,40.48,0.75,3,12,78,52.94,TRUE
5,1,0,5,0,5,8,8,11,19,70.31,0.16,6.4,449.97,0.02,25,3,2,1,4,2,2,0.4,2,2,1,0.29,3,7,1,0,10.99,0.5,1,7,7,0,FALSE
50,18,19,48,2,40,22,53,74,127,756.18,0.07,14.58,11021.37,0.25,612.3,14,8,9,18,9,8,0.16,2.25,4,0.5,0.09,0,33,3,0.29,51.88,0.38,5,27,88,30.43,FALSE
19,18,4,19,0,20,15,81,90,171,877.11,0.03,30.38,26642.14,0.29,1480.12,11,6,5,16,8,6,0.32,2.67,6,1,0.14,2,27,5,0.8,28.88,0.83,5,23,42,17.39,TRUE
47,19,5,45,2,52,19,135,151,286,1758.83,0.04,24.66,43378.78,0.59,2409.93,9,8,4,16,8,5,0.11,2,5,1,0.07,0,23,1,0,71.31,0.2,4,20,72,13.46,FALSE
23,6,6,22,1,36,13,87,98,185,1038.72,0.06,15.71,16316.58,0.35,906.48,5,4,1,8,4,3,0.13,2,2,0.67,0.08,1,14,1,0,66.13,0.33,2,13,36,24.14,FALSE
10,2,3,9,1,12,17,33,33,66,320.63,0.04,23.38,7494.65,0.11,416.37,9,8,2,16,8,5,0.5,2,2,0.4,0.31,0,23,1,0,13.72,0.2,4,20,16,30.77,FALSE
20,0,0,19,1,19,12,44,47,91,450.83,0.07,13.89,6264.19,0.15,348.01,5,4,6,8,4,3,0.15,2,2,0.67,0.14,0,21,1,0,32.45,0.33,2,20,21,5,FALSE
18,15,21,15,3,25,14,51,54,105,554.97,0.07,14.28,7924.93,0.18,440.27,5,4,3,8,4,3,0.17,2,2,0.67,0.05,3,13,1,0,38.86,0.33,2,12,55,61.54,FALSE
46,9,3,44,2,40,13,57,73,130,744.63,0.11,9.26,6897.13,0.25,383.17,11,10,4,20,10,6,0.13,2,6,1,0.1,1,23,1,0,80.39,0.17,5,19,59,10.2,FALSE
12,6,1,12,0,13,14,20,26,46,218.72,0.09,10.77,2355.5,0.07,130.86,5,2,1,6,3,3,0.25,3,2,0.67,0.15,0,9,3,1,20.31,1,2,8,20,7.69,FALSE
15,2,0,2,13,34,8,61,75,136,733.36,0.14,7.18,5262.9,0.24,292.38,25,24,0,48,24,13,0.87,2,1,0.08,0.72,1,49,1,0,102.19,0.08,12,38,18,86.67,TRUE
14,8,0,14,0,21,11,56,65,121,605,0.07,14.67,8873.33,0.2,492.96,3,2,4,4,2,2,0.14,2,1,0.5,0.09,0,11,1,0,41.25,0.5,1,11,23,0,TRUE
54,2,3,54,0,41,16,69,93,162,944.93,0.07,13.46,12721.96,0.31,706.78,39,38,1,76,38,20,0.37,2,2,0.1,0.33,2,66,1,0,70.18,0.05,19,48,60,5.26,FALSE
9,1,0,9,0,6,10,13,19,32,128,0.09,10.83,1386.67,0.04,77.04,3,2,1,4,2,2,0.22,2,2,1,0.18,2,6,1,0,11.82,0.5,1,6,11,0,FALSE
5,0,0,5,0,7,9,8,14,22,88,0.19,5.14,452.57,0.03,25.14,3,2,1,4,2,2,0.4,2,2,1,0.33,3,6,1,0,17.11,0.5,1,6,6,0,FALSE
34,8,4,34,0,63,14,103,106,209,1309.76,0.09,11.44,14989.46,0.44,832.75,3,2,4,4,2,2,0.06,2,1,0.5,0.04,0,10,1,0,114.44,0.5,1,10,47,10.53,FALSE
10,2,0,10,0,8,15,18,27,45,203.56,0.06,16.88,3435.08,0.07,190.84,5,4,2,8,4,3,0.3,2,2,0.67,0.23,2,11,1,0,12.06,0.33,2,10,13,0,FALSE
24,7,1,20,4,17,16,37,48,85,428.77,0.06,17.41,7465.7,0.14,414.76,13,6,2,18,11,7,0.29,3,4,0.57,0.21,1,19,5,0.67,24.63,0.71,6,14,33,20,FALSE
132,30,60,128,4,84,26,256,309,565,3831.47,0.03,39.62,151799.12,1.28,8433.28,61,38,12,98,50,31,0.23,2.58,13,0.42,0.14,1,108,23,0.73,96.71,0.74,30,79,223,33.33,FALSE
8,0,0,8,0,10,10,23,24,47,203.13,0.09,11.5,2336,0.07,129.78,5,4,3,8,4,3,0.38,2,3,1,0.33,0,15,1,0,17.66,0.33,2,14,9,0,FALSE
52,21,58,52,0,39,20,75,102,177,1041.23,0.05,19.23,20023.61,0.35,1112.42,11,10,3,20,10,6,0.12,2,2,0.33,0.05,1,30,1,0,54.14,0.17,5,26,132,52.73,TRUE
11,0,0,11,0,13,16,19,23,42,204.04,0.09,11.69,2385.64,0.07,132.54,7,4,0,10,5,4,0.36,2.5,1,0.25,0.33,1,11,4,1,17.45,1,3,9,12,0,FALSE
10,8,1,9,1,12,12,14,24,38,174.23,0.14,7,1219.6,0.06,67.76,3,2,3,4,2,2,0.2,2,2,1,0.1,2,7,1,0,24.89,0.5,1,7,20,18.18,FALSE
16,2,0,16,0,5,15,21,48,69,298.21,0.03,31.5,9393.71,0.1,521.87,17,14,0,30,15,9,0.56,2.14,1,0.11,0.47,2,31,9,1,9.47,1,8,24,19,0,FALSE
31,11,27,31,0,50,15,116,136,252,1517.64,0.06,17.4,26406.88,0.51,1467.05,5,4,6,8,4,3,0.1,2,1,0.33,0.04,2,22,1,0,87.22,0.33,2,21,70,46.55,FALSE
24,5,5,21,3,20,18,49,77,126,661.24,0.05,22.05,14580.32,0.22,810.02,13,12,4,24,12,7,0.29,2,6,0.86,0.2,2,32,6,0.83,29.99,0.86,6,27,35,27.59,FALSE
14,5,0,14,0,12,13,17,33,50,232.19,0.11,9.21,2138.11,0.08,118.78,3,2,2,4,2,2,0.14,2,2,1,0.1,2,9,1,0,25.22,0.5,1,9,20,0,FALSE
10,2,0,10,0,10,13,22,29,51,230.7,0.07,14.3,3299.03,0.08,183.28,7,4,2,10,5,4,0.4,2.5,2,0.5,0.31,1,13,1,0,16.12,0.25,3,11,13,0,FALSE
38,26,26,33,5,48,22,120,150,270,1654.91,0.04,27.5,45509.93,0.55,2528.33,13,10,7,24,12,7,0.18,2.4,7,1,0.08,1,33,1,0,60.18,0.14,7,28,91,48.44,TRUE
27,11,7,27,0,28,12,43,53,96,510.91,0.11,9.21,4707.63,0.17,261.52,7,6,2,12,6,4,0.15,2,2,0.5,0.09,1,15,1,0,55.45,0.25,3,13,46,20.59,FALSE
11,2,0,11,0,6,16,18,42,60,267.57,0.04,24,6421.58,0.09,356.75,15,10,0,24,12,8,0.73,2.4,1,0.13,0.57,3,25,7,0.86,11.15,0.88,7,19,14,0,FALSE
12,0,0,12,0,12,16,31,35,66,317.29,0.05,20.67,6557.23,0.11,364.29,7,6,2,12,6,4,0.33,2,2,0.5,0.31,0,15,1,0,15.35,0.25,3,13,13,0,FALSE
29,1,0,29,0,22,21,63,80,143,775.96,0.03,30.07,23331.58,0.26,1296.2,15,14,3,28,14,8,0.28,2,6,0.75,0.26,2,32,6,0.71,25.81,0.75,7,26,31,0,FALSE
17,0,0,17,0,10,16,24,42,66,310.23,0.05,19.2,5956.4,0.1,330.91,11,4,1,8,4,8,0.47,2,1,0.13,0.44,2,22,1,0,16.16,0.13,2,16,18,0,FALSE
10,3,0,10,0,6,13,15,20,35,148.68,0.06,16.25,2416.01,0.05,134.22,5,4,0,8,4,3,0.3,2,1,0.33,0.21,3,10,1,0,9.15,0.33,2,9,14,0,FALSE
6,1,0,6,0,5,9,8,12,20,76.15,0.14,7.2,548.26,0.03,30.46,3,2,0,4,2,2,0.33,2,1,0.5,0.25,1,5,1,0,10.58,0.5,1,5,8,0,FALSE
28,13,11,27,1,29,16,56,66,122,670.01,0.06,15.45,10350.44,0.22,575.02,5,4,3,8,4,3,0.11,2,2,0.67,0.06,1,14,1,0,43.37,0.33,2,13,53,30.77,FALSE
19,5,0,18,1,24,15,45,63,108,570.82,0.07,14.06,8027.2,0.19,445.96,5,4,3,8,4,3,0.16,2,3,1,0.12,1,12,1,0,40.59,0.33,2,11,25,5.26,FALSE
18,0,0,18,0,22,13,42,43,85,435.99,0.08,12.41,5410.23,0.15,300.57,5,4,2,8,4,3,0.17,2,3,1,0.16,2,11,1,0,35.13,0.33,2,10,19,0,FALSE
13,2,1,12,1,7,17,27,33,60,275.1,0.03,32.79,9019.28,0.09,501.07,11,8,0,18,9,6,0.46,2.25,1,0.17,0.35,3,19,5,0.8,8.39,0.83,5,15,17,14.29,FALSE
8,0,0,8,0,8,8,23,24,47,188,0.09,11.5,2162,0.06,120.11,3,2,0,4,2,2,0.25,2,1,0.5,0.22,3,7,1,0,16.35,0.5,1,7,9,0,FALSE
31,9,1,28,3,33,16,48,59,107,600.77,0.09,11.64,6990.82,0.2,388.38,13,12,3,24,12,7,0.23,2,4,0.57,0.17,3,30,4,0.5,51.63,0.57,6,25,42,12.5,FALSE
35,23,25,33,2,34,20,73,87,160,920.78,0.05,21.47,19769.73,0.31,1098.32,13,10,7,22,11,7,0.2,2.2,6,0.86,0.08,1,31,3,0.33,42.89,0.43,6,26,84,45,FALSE
24,3,0,24,0,20,15,48,60,108,553.96,0.06,18,9971.33,0.18,553.96,3,2,2,4,2,2,0.08,2,2,1,0.07,3,13,1,0,30.78,0.5,1,13,28,0,FALSE
9,2,0,9,0,7,13,25,32,57,246.35,0.04,23.21,5718.84,0.08,317.71,11,8,1,18,9,6,0.67,2.25,3,0.5,0.5,2,23,3,0.4,10.61,0.5,5,19,12,0,FALSE
64,14,14,59,5,51,31,177,213,390,2479.45,0.02,53.79,133379.57,0.83,7409.98,29,14,8,40,22,15,0.23,2.86,6,0.4,0.15,0,58,10,0.64,46.09,0.67,13,45,102,24.36,TRUE
39,14,12,34,5,33,25,63,89,152,890.41,0.04,23.86,21248.49,0.3,1180.47,19,10,6,24,12,11,0.28,2.4,9,0.82,0.17,2,37,3,0.2,37.31,0.27,7,28,66,33.33,FALSE
18,1,0,18,0,8,14,32,40,72,321.08,0.04,28,8990.21,0.11,499.46,9,8,1,16,8,5,0.28,2,1,0.2,0.25,1,22,1,0,11.47,0.2,4,19,20,0,FALSE
26,14,11,24,2,27,17,79,89,168,917.18,0.04,24.87,22810.72,0.31,1267.26,9,8,2,16,8,5,0.19,2,2,0.4,0.1,2,18,1,0,36.88,0.2,4,15,52,35.14,FALSE
41,3,0,41,0,39,26,92,126,218,1312.88,0.03,30.67,40261.54,0.44,2236.75,31,26,6,56,28,16,0.39,2.15,12,0.75,0.36,2,63,12,0.73,42.81,0.75,15,49,45,0,FALSE
51,15,0,51,0,41,21,56,80,136,809.77,0.07,14.34,11613.3,0.27,645.18,8,4,13,8,4,5,0.1,2,5,1,0.07,0,26,1,0,56.46,0.2,2,23,67,0,TRUE
15,6,1,14,1,13,10,57,58,115,520.21,0.05,21.92,11404.6,0.17,633.59,3,2,2,4,2,2,0.13,2,2,1,0.09,0,10,1,0,23.73,0.5,1,10,23,12.5,FALSE
54,36,24,43,11,30,25,89,120,209,1208.3,0.03,37.08,44807.95,0.4,2489.33,27,18,1,44,22,14,0.26,2.44,1,0.07,0.12,1,51,11,0.77,32.58,0.79,13,39,115,44.87,FALSE
8,1,4,8,0,6,8,9,13,22,83.76,0.17,6,502.57,0.03,27.92,1,2,0,4,2,1,0.13,2,1,1,0.07,0,1,1,0,13.96,1,1,2,14,33.33,FALSE
6,1,0,6,0,8,12,14,34,48,207.45,0.1,10.5,2178.25,0.07,121.01,3,2,2,4,2,2,0.33,2,2,1,0.25,0,6,1,0,19.76,0.5,1,6,8,0,FALSE
10,2,0,10,0,6,7,14,15,29,107.31,0.12,8.17,876.39,0.04,48.69,5,4,0,8,4,3,0.3,2,1,0.33,0.23,0,11,1,0,13.14,0.33,2,10,13,0,FALSE
11,10,12,10,1,20,9,42,56,98,476.08,0.11,9.45,4498.98,0.16,249.94,3,2,5,4,2,2,0.18,2,2,1,0.06,3,10,1,0,50.38,0.5,1,10,34,56.52,FALSE
10,5,0,10,0,7,9,10,16,26,104,0.16,6.43,668.57,0.03,37.14,3,2,2,4,2,2,0.2,2,2,1,0.13,1,6,1,0,16.18,0.5,1,6,16,0,FALSE
12,11,8,10,2,12,14,20,26,46,216.22,0.09,11.67,2522.57,0.07,140.14,5,4,1,10,5,3,0.25,2.5,2,0.67,0.09,1,10,1,0,18.53,0.33,3,9,32,50,FALSE
37,20,14,37,0,38,20,80,96,176,1031,0.05,21.05,21705.36,0.34,1205.85,15,14,1,28,14,8,0.22,2,5,0.63,0.11,0,31,1,0,48.97,0.13,7,25,72,27.45,TRUE
25,11,16,21,4,19,14,35,41,76,383.37,0.08,12.89,4943.51,0.13,274.64,9,8,3,16,8,5,0.2,2,2,0.4,0.09,1,20,3,0.5,29.73,0.6,4,17,53,48.78,FALSE
12,1,0,12,0,15,18,32,38,70,353.11,0.05,19.2,6779.67,0.12,376.65,5,4,3,8,4,3,0.25,2,3,1,0.21,2,11,1,0,18.39,0.33,2,10,14,0,FALSE
19,3,0,19,0,25,10,36,42,78,400.08,0.14,7.2,2880.61,0.13,160.03,5,4,3,8,4,3,0.16,2,3,1,0.13,2,13,1,0,55.57,0.33,2,12,23,0,FALSE
51,5,1,50,1,45,24,113,150,263,1606.54,0.03,30.13,48410.46,0.54,2689.47,23,22,9,44,22,12,0.24,2,9,0.75,0.21,2,57,10,0.82,53.31,0.83,11,47,58,3.85,FALSE
12,7,8,11,1,18,8,32,31,63,296.13,0.14,7.11,2105.8,0.1,116.99,3,2,5,4,2,2,0.17,2,2,1,0.07,1,9,1,0,41.64,0.5,1,9,28,45,FALSE
19,2,0,19,0,22,14,55,69,124,641.07,0.06,17.5,11218.74,0.21,623.26,13,12,3,24,12,7,0.37,2,4,0.57,0.32,5,30,7,1,36.63,1,6,25,22,0,FALSE
18,10,1,17,1,25,9,35,38,73,371.38,0.16,6.3,2339.72,0.12,129.97,3,2,2,4,2,2,0.11,2,1,0.5,0.07,0,7,1,0,58.95,0.5,1,7,30,10.53,TRUE
